,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
3375,A,1.9411764705882353,1.088235294117647,W,W,W,W,W,W,0.6470588235294118,-0.4411764705882353,0.0,-12.0
3376,D,2.088235294117647,0.7647058823529411,D,L,W,D,L,L,1.588235294117647,-0.7352941176470589,0.08823529411764706,-15.0
3377,D,1.0,1.411764705882353,L,L,L,L,W,L,-0.4117647058823529,0.17647058823529413,-0.08823529411764706,1.0
3378,D,0.7647058823529411,1.1764705882352942,L,D,L,L,W,W,-1.0294117647058822,-0.3235294117647059,-0.14705882352941177,5.0
3379,A,2.1176470588235294,0.7647058823529411,W,L,W,D,L,L,1.2058823529411764,-0.7352941176470589,0.14705882352941177,-14.0
3380,A,1.3142857142857143,0.9428571428571428,L,L,L,L,L,W,-0.4,-0.14285714285714285,-0.08571428571428572,7.0
3381,H,1.7142857142857142,0.8571428571428571,D,W,L,W,W,L,0.0,-1.1428571428571428,-0.05714285714285714,-7.0
3382,A,1.0571428571428572,1.1428571428571428,L,L,W,W,W,W,-0.2571428571428571,-0.4,-0.17142857142857143,-8.0
3383,H,1.8857142857142857,1.6285714285714286,L,W,W,L,W,W,0.6,0.45714285714285713,0.0,5.0
3384,A,1.0285714285714285,1.9142857142857144,L,W,L,W,L,D,-0.2571428571428571,0.5142857142857142,-0.02857142857142857,14.0
3385,A,0.9142857142857143,2.2,L,L,L,W,W,W,-0.7714285714285715,1.457142857142857,-0.2571428571428571,4.0
3386,H,2.1142857142857143,0.9428571428571428,W,D,L,L,D,W,1.6,-0.37142857142857144,0.0,-6.0
