,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
1129,A,1.162162162162162,2.189189189189189,D,W,D,W,W,D,-0.43243243243243246,1.0,-0.05405405405405406,11.0
1130,H,0.8421052631578947,1.5263157894736843,L,D,L,W,W,D,-0.5,0.13157894736842105,-0.15789473684210525,8.0
1131,D,2.210526315789474,0.9473684210526315,W,W,W,W,D,W,1.0263157894736843,-0.47368421052631576,0.05263157894736842,-5.0
1132,A,0.2894736842105263,0.868421052631579,L,L,L,L,D,L,-1.7105263157894737,-0.7631578947368421,-0.02631578947368421,10.0
1133,H,1.631578947368421,1.131578947368421,L,D,L,L,D,W,0.5263157894736842,-0.47368421052631576,-0.07894736842105263,-7.0
1134,H,1.0263157894736843,1.4473684210526316,W,L,L,L,L,W,-0.4473684210526316,-0.02631578947368421,0.0,-2.0
1135,A,1.5,0.868421052631579,L,L,L,W,W,L,0.23684210526315788,-0.6052631578947368,-0.15789473684210525,-9.0
1136,A,1.0263157894736843,2.1052631578947367,L,W,L,W,W,W,-0.5789473684210527,1.105263157894737,-0.15789473684210525,14.0
1137,A,1.2105263157894737,1.9210526315789473,W,D,D,W,D,W,0.18421052631578946,0.9736842105263158,-0.05263157894736842,2.0
1138,D,1.263157894736842,1.5526315789473684,L,D,W,L,D,W,-0.21052631578947367,0.5263157894736842,0.0,4.0
1139,A,1.0526315789473684,2.210526315789474,W,D,D,W,L,D,-0.39473684210526316,1.4736842105263157,0.02631578947368421,17.0
1140,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-15.0
1141,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-2.0
1142,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-2.0
1143,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,1.0
1144,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,2.0
1145,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,11.0
1146,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-4.0
1147,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-3.0
1148,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-6.0
1149,D,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-11.0
1150,D,1.5,1.5,W,M,M,W,M,M,0.5,0.5,0.0,-11.0
1151,H,0.0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,14.0
1152,H,1.5,1.5,W,M,M,W,M,M,0.5,0.5,0.0,-9.0
1153,H,0.5,1.5,D,M,M,W,M,M,0.0,1.0,-1.0,-4.0
1154,H,0.0,1.5,L,M,M,W,M,M,-1.0,1.0,-1.5,12.0
1155,A,0.0,0.0,L,M,M,L,M,M,-0.5,-0.5,0.0,-4.0
1156,A,0.0,0.0,L,M,M,L,M,M,-0.5,-0.5,0.0,13.0
1157,H,0.0,1.5,L,M,M,W,M,M,-1.0,0.5,-1.5,-1.0
1158,A,0.0,1.5,L,M,M,W,M,M,-0.5,2.0,-1.5,12.0
1159,A,0.0,0.5,L,M,M,D,M,M,-2.0,0.0,-0.5,7.0
1160,H,1.0,1.3333333333333333,L,W,M,W,D,M,0.0,0.3333333333333333,-0.3333333333333333,-9.0
1161,D,1.0,0.0,L,W,M,L,L,M,0.3333333333333333,-0.6666666666666666,1.0,-2.0
1162,A,1.0,0.0,W,L,M,L,L,M,0.0,-1.6666666666666667,1.0,-3.0
1163,A,1.3333333333333333,0.0,D,W,M,L,L,M,0.3333333333333333,-0.6666666666666666,1.3333333333333333,4.0
1164,H,1.0,1.0,L,W,M,W,L,M,0.0,-0.3333333333333333,0.0,-5.0
1165,H,1.0,1.3333333333333333,L,W,M,D,W,M,-0.6666666666666666,0.3333333333333333,-0.3333333333333333,3.0
1166,D,1.0,2.0,L,W,M,W,W,M,0.3333333333333333,0.6666666666666666,-1.0,2.0
1167,D,2.0,0.0,W,W,M,L,L,M,1.6666666666666667,-0.6666666666666666,2.0,-9.0
1168,A,1.0,1.0,W,L,M,W,L,M,0.0,0.3333333333333333,0.0,6.0
1169,A,1.3333333333333333,1.0,D,W,M,L,W,M,0.3333333333333333,0.0,0.3333333333333333,4.0
1170,H,1.5,1.0,W,W,L,D,L,W,0.25,0.25,0.5,1.0
1171,H,1.75,1.0,D,W,W,L,W,D,0.5,0.0,0.75,3.0
1172,A,1.5,1.75,W,W,L,D,W,W,1.0,1.25,-0.25,7.0
1173,A,1.0,1.0,L,W,D,L,D,W,-0.5,-1.0,0.0,-6.0
1174,H,0.75,1.5,W,L,L,W,L,W,-0.5,0.25,-0.75,-5.0
1175,H,0.25,1.5,D,L,L,W,L,W,-0.5,0.25,-1.25,8.0
1176,D,0.75,0.75,W,L,L,L,W,L,0.75,-0.75,0.0,-1.0
1177,A,0.75,0.75,L,W,L,L,W,L,-0.5,-0.75,0.0,13.0
1178,A,0.25,1.0,D,L,L,D,L,W,-0.5,0.25,-0.75,5.0
1179,H,1.0,1.5,L,D,W,W,W,L,-0.5,0.25,-0.5,-10.0
1180,A,0.8,1.8,L,D,L,W,W,L,0.0,1.4,-1.0,13.0
1181,D,2.0,0.6,W,D,W,L,L,W,0.6,-0.6,0.8,-14.0
1182,H,0.8,1.2,D,L,W,L,W,L,-0.6,0.0,0.2,2.0
1183,H,1.2,0.8,L,W,L,L,L,W,0.0,-0.6,0.0,-2.0
1184,D,2.0,1.0,W,D,W,D,L,W,1.4,0.0,0.6,1.0
1185,D,1.4,1.2,W,L,D,W,L,W,-0.6,-0.4,-0.4,13.0
1186,H,1.2,1.2,L,W,W,W,W,L,0.4,-0.2,0.0,1.0
1187,D,0.2,0.8,L,D,L,D,W,L,-0.6,0.6,-0.6,-3.0
1188,A,0.8,1.4,W,D,L,W,D,L,-0.2,0.4,0.0,12.0
1189,A,1.8,1.4,W,W,L,W,L,D,1.4,-0.6,0.4,-15.0
1190,H,1.6666666666666667,1.1666666666666667,W,W,D,W,D,L,0.5,-0.16666666666666666,0.5,-9.0
1191,A,1.1666666666666667,1.8333333333333333,D,W,L,D,W,D,-0.3333333333333333,0.5,-0.16666666666666666,1.0
1192,A,1.0,1.5,L,L,W,W,L,W,-0.16666666666666666,0.3333333333333333,-0.5,7.0
1193,H,1.3333333333333333,0.6666666666666666,W,D,L,L,L,D,0.3333333333333333,-0.3333333333333333,0.5,-15.0
1194,A,1.0,0.6666666666666666,L,L,W,L,W,D,-0.3333333333333333,-0.3333333333333333,-0.16666666666666666,-5.0
1195,A,0.6666666666666666,1.1666666666666667,L,L,L,W,L,L,-0.8333333333333334,-0.8333333333333334,-0.5,5.0
1196,A,0.6666666666666666,1.8333333333333333,D,L,L,D,W,D,-0.5,1.1666666666666667,-0.6666666666666666,16.0
1197,H,1.0,0.3333333333333333,L,W,W,D,L,D,-1.1666666666666667,-0.5,0.6666666666666666,-3.0
1198,H,0.8333333333333334,1.5,D,D,W,W,L,W,0.5,1.3333333333333333,-0.16666666666666666,5.0
1199,A,1.1666666666666667,1.3333333333333333,W,L,L,W,D,L,-0.8333333333333334,0.3333333333333333,-0.16666666666666666,6.0
1200,D,1.0,1.7142857142857142,L,W,D,L,W,W,-0.2857142857142857,1.1428571428571428,-0.2857142857142857,12.0
1201,H,1.0,0.8571428571428571,W,L,W,L,L,L,-0.14285714285714285,-0.2857142857142857,0.8571428571428571,1.0
1202,A,1.1428571428571428,0.8571428571428571,W,D,D,L,L,L,0.5714285714285714,-0.42857142857142855,0.7142857142857143,1.0
1203,H,2.0,1.8571428571428572,W,D,W,W,W,W,1.2857142857142858,0.5714285714285714,-0.2857142857142857,-4.0
1204,D,1.0,0.5714285714285714,L,D,W,L,L,L,-0.5714285714285714,-0.8571428571428571,0.5714285714285714,-7.0
1205,A,1.2857142857142858,2.0,L,W,L,W,D,W,1.0,0.7142857142857143,-0.5714285714285714,5.0
1206,H,1.2857142857142858,0.5714285714285714,W,L,W,L,D,L,-0.7142857142857143,-0.7142857142857143,0.7142857142857143,-10.0
1207,A,0.2857142857142857,1.5714285714285714,L,D,L,W,D,W,-0.7142857142857143,-0.2857142857142857,-0.8571428571428571,-7.0
1208,A,1.7142857142857142,0.5714285714285714,W,W,L,L,L,L,0.42857142857142855,-0.5714285714285714,0.8571428571428571,-6.0
1209,H,1.7142857142857142,1.0,L,W,W,L,D,W,1.1428571428571428,-0.5714285714285714,0.2857142857142857,-2.0
1210,D,1.625,1.5,L,W,W,W,W,L,0.25,-0.5,0.0,-2.0
1211,D,0.875,1.25,W,L,L,L,W,W,-0.25,-0.75,-0.375,9.0
1212,D,0.875,1.0,D,L,L,D,L,W,-0.25,-0.25,-0.375,2.0
1213,H,2.125,1.0,W,W,D,L,W,D,0.75,0.375,0.375,-10.0
1214,H,1.75,1.25,W,W,W,W,W,L,1.0,0.0,0.375,-17.0
1215,A,1.125,2.125,W,L,L,W,W,D,-0.25,1.375,-0.5,11.0
1216,H,1.75,1.5,W,W,D,L,W,W,-0.125,0.125,0.125,8.0
1217,H,0.5,0.25,L,L,D,L,L,D,-0.75,-0.75,0.0,7.0
1218,D,0.625,1.125,D,L,L,L,L,W,-0.75,0.75,-0.25,3.0
1219,D,1.25,1.125,L,W,W,W,L,L,-0.75,-0.25,0.375,-6.0
1220,D,0.8888888888888888,1.6666666666666667,L,D,L,D,W,W,-0.6666666666666666,0.8888888888888888,-0.6666666666666666,4.0
1221,H,1.0,0.6666666666666666,D,D,L,D,D,L,-0.2222222222222222,-0.6666666666666666,0.0,3.0
1222,A,1.1111111111111112,1.8888888888888888,L,W,W,W,W,W,-0.4444444444444444,0.0,-0.3333333333333333,0.0
1223,A,2.2222222222222223,2.2222222222222223,W,W,W,W,W,W,1.7777777777777777,0.7777777777777778,0.0,-2.0
1224,H,1.1111111111111112,0.7777777777777778,D,L,L,W,L,L,0.6666666666666666,-0.5555555555555556,-0.2222222222222222,-9.0
1225,D,1.4444444444444444,0.8888888888888888,D,W,W,D,D,L,-0.4444444444444444,-0.2222222222222222,0.5555555555555556,-9.0
1226,H,0.2222222222222222,0.8888888888888888,L,L,L,D,W,L,-0.7777777777777778,-0.2222222222222222,-0.4444444444444444,-5.0
1227,A,1.3333333333333333,1.7777777777777777,L,L,W,W,D,L,0.0,1.1111111111111112,-0.1111111111111111,7.0
1228,A,0.8888888888888888,1.5555555555555556,L,L,W,D,L,W,0.2222222222222222,0.2222222222222222,-0.1111111111111111,8.0
1229,H,0.6666666666666666,1.1111111111111112,D,D,L,L,W,W,-0.6666666666666666,-0.4444444444444444,-0.4444444444444444,-6.0
1230,D,1.9,0.5,W,W,D,W,L,L,1.2,-0.5,0.4,-8.0
1231,H,1.7,1.2,W,D,L,D,D,L,0.6,-0.6,0.2,-1.0
1232,A,0.8,0.9,L,D,W,D,L,D,-0.4,-0.6,0.2,11.0
1233,H,1.1,0.8,W,D,D,L,L,L,0.0,-0.2,0.5,3.0
1234,A,2.0,2.0,W,W,W,L,W,W,0.3,1.5,0.3,16.0
1235,H,2.3,1.4,W,W,W,D,D,W,0.8,-0.4,0.4,-4.0
1236,H,1.8,1.2,W,D,W,L,L,L,1.0,-0.2,0.7,-9.0
1237,H,1.0,1.3,D,L,W,W,D,L,-0.7,0.9,0.0,4.0
1238,H,0.7,1.2,L,W,L,W,D,D,-0.8,-0.1,-0.2,3.0
1239,H,2.0,1.2,L,W,W,W,D,D,1.5,-0.1,0.1,-13.0
1240,H,1.0909090909090908,1.0,W,D,L,L,W,D,-0.45454545454545453,-0.09090909090909091,0.0,-12.0
1241,H,1.9090909090909092,1.8181818181818181,W,W,D,L,W,W,1.0,0.0,0.09090909090909091,-17.0
1242,D,1.1818181818181819,1.0909090909090908,W,D,L,L,L,L,-0.45454545454545453,-0.36363636363636365,0.36363636363636365,3.0
1243,A,1.2727272727272727,0.7272727272727273,L,D,D,L,L,L,-0.45454545454545453,-0.36363636363636365,0.18181818181818182,-6.0
1244,H,0.9090909090909091,1.8181818181818181,W,L,W,D,W,W,-0.6363636363636364,1.0909090909090908,-0.09090909090909091,15.0
1245,H,0.5454545454545454,2.3636363636363638,D,W,L,W,W,W,-0.45454545454545453,0.8181818181818182,-0.45454545454545453,7.0
1246,D,0.9090909090909091,1.0909090909090908,L,L,L,L,D,D,-0.7272727272727273,-0.6363636363636364,-0.18181818181818182,11.0
1247,H,0.7272727272727273,1.1818181818181819,L,L,D,L,W,D,-0.45454545454545453,0.6363636363636364,-0.2727272727272727,7.0
1248,H,0.8181818181818182,1.8181818181818181,W,L,D,W,W,D,-0.5454545454545454,0.6363636363636364,-0.2727272727272727,6.0
1249,H,1.8181818181818181,1.9090909090909092,D,W,W,W,W,D,1.0909090909090908,1.0,0.0,2.0
1250,A,1.6666666666666667,0.9166666666666666,L,L,W,W,L,L,-0.08333333333333333,-0.25,0.0,2.0
1251,H,2.1666666666666665,0.9166666666666666,L,W,W,D,L,L,0.6666666666666666,-0.6666666666666666,0.4166666666666667,-14.0
1252,A,1.0,1.1666666666666667,L,L,W,L,L,D,-0.5833333333333334,-0.5,0.16666666666666666,7.0
1253,A,1.0833333333333333,1.25,D,L,L,W,W,D,-0.3333333333333333,-0.3333333333333333,-0.5,5.0
1254,D,0.9166666666666666,1.0833333333333333,W,L,L,W,W,L,-0.25,-0.5,-0.25,-4.0
1255,A,1.6666666666666667,1.1666666666666667,L,W,W,D,W,D,0.4166666666666667,-0.4166666666666667,0.08333333333333333,-7.0
1256,A,1.0833333333333333,2.1666666666666665,D,L,D,W,W,L,-0.5833333333333334,1.9166666666666667,-0.3333333333333333,5.0
1257,H,1.1666666666666667,1.0,W,L,W,W,W,L,0.0,-0.3333333333333333,0.0,5.0
1258,A,1.0833333333333333,0.75,L,L,W,W,D,W,0.4166666666666667,-0.3333333333333333,-0.3333333333333333,-2.0
1259,A,1.6666666666666667,1.6666666666666667,L,D,W,L,W,W,0.9166666666666666,0.4166666666666667,-0.16666666666666666,-3.0
1260,A,1.0,0.9230769230769231,L,D,L,L,L,L,-0.6923076923076923,-0.6153846153846154,0.07692307692307693,-8.0
1261,A,1.0769230769230769,2.230769230769231,W,W,L,W,L,W,-0.15384615384615385,0.8461538461538461,0.0,12.0
1262,H,1.3076923076923077,0.9230769230769231,W,W,L,W,W,D,0.07692307692307693,-0.23076923076923078,-0.07692307692307693,6.0
1263,H,1.8461538461538463,1.0769230769230769,W,L,W,D,W,W,1.1538461538461537,-0.46153846153846156,-0.07692307692307693,-17.0
1264,D,0.9230769230769231,0.9230769230769231,L,W,W,D,W,L,-0.38461538461538464,-0.23076923076923078,0.15384615384615385,-2.0
1265,A,0.8461538461538461,2.230769230769231,L,D,L,W,W,W,-0.8461538461538461,1.9230769230769231,-0.6153846153846154,16.0
1266,D,1.0,1.3076923076923077,L,D,L,W,L,L,-0.46153846153846156,-0.38461538461538464,-0.15384615384615385,2.0
1267,D,1.3846153846153846,1.3076923076923077,W,W,W,W,D,W,-0.15384615384615385,-0.3076923076923077,0.15384615384615385,-8.0
1268,D,1.5384615384615385,1.0,L,L,L,L,L,L,-0.15384615384615385,0.3076923076923077,0.0,9.0
1269,D,1.5384615384615385,1.8461538461538463,L,L,W,W,L,W,0.3076923076923077,1.1538461538461537,-0.23076923076923078,5.0
1270,D,2.2857142857142856,0.9285714285714286,W,W,W,D,L,W,2.0,-0.35714285714285715,0.35714285714285715,-10.0
1271,D,2.2857142857142856,1.2857142857142858,W,W,L,D,W,W,0.9285714285714286,0.07142857142857142,-0.07142857142857142,-13.0
1272,H,1.0,1.6428571428571428,D,L,L,L,W,L,0.2857142857142857,0.7142857142857143,-0.14285714285714285,6.0
1273,A,1.2857142857142858,1.0,D,W,D,L,W,W,-0.2857142857142857,-0.2857142857142857,-0.07142857142857142,-3.0
1274,D,1.2857142857142858,1.5,D,W,L,D,L,L,-0.35714285714285715,-0.14285714285714285,0.21428571428571427,-10.0
1275,H,1.0,0.7857142857142857,L,D,W,L,L,D,-0.7857142857142857,-1.0,0.21428571428571427,0.0
1276,A,1.0714285714285714,1.0,W,L,L,D,L,D,-0.5,-0.42857142857142855,0.07142857142857142,5.0
1277,H,0.8571428571428571,0.9285714285714286,L,W,W,L,L,D,-0.2857142857142857,-0.7142857142857143,0.35714285714285715,4.0
1278,H,0.9285714285714286,1.3571428571428572,D,D,W,D,W,W,-0.21428571428571427,-0.14285714285714285,-0.14285714285714285,9.0
1279,D,1.6428571428571428,1.2857142857142858,W,L,L,D,W,W,0.42857142857142855,0.07142857142857142,-0.2857142857142857,-11.0
1280,D,1.2,0.9333333333333333,L,D,W,D,D,L,-0.4,-0.3333333333333333,0.13333333333333333,1.0
1281,D,1.1333333333333333,1.4666666666666666,W,L,D,D,D,L,-0.6666666666666666,-0.13333333333333333,0.13333333333333333,0.0
1282,A,1.0,1.1333333333333333,L,W,L,W,L,W,-0.5333333333333333,-0.13333333333333333,-0.2,-1.0
1283,H,1.0666666666666667,0.7333333333333333,W,D,D,L,L,L,-0.13333333333333333,-1.0,0.3333333333333333,-4.0
1284,A,2.2,1.5333333333333334,D,W,W,L,L,W,1.8666666666666667,0.4666666666666667,0.26666666666666666,-1.0
1285,A,1.1333333333333333,1.8666666666666667,W,D,L,W,D,W,0.4666666666666667,1.0666666666666667,-0.2,8.0
1286,H,1.2666666666666666,0.8666666666666667,D,D,W,L,L,L,-0.3333333333333333,-0.7333333333333333,0.3333333333333333,1.0
1287,A,1.0,1.2666666666666666,W,L,W,L,D,W,-0.2,-0.2,0.13333333333333333,6.0
1288,D,2.2,1.1333333333333333,D,W,W,W,D,L,0.8666666666666667,-0.3333333333333333,0.2,-6.0
1289,H,1.5333333333333334,1.0666666666666667,L,L,W,W,D,D,0.4666666666666667,-0.13333333333333333,-0.13333333333333333,-11.0
1290,A,0.8125,2.125,L,L,L,D,D,W,-0.75,0.8125,-0.3125,3.0
1291,A,1.25,2.0625,W,W,L,L,D,W,0.0625,1.6875,0.125,14.0
1292,D,1.25,1.0625,D,D,D,L,W,D,0.0625,0.375,-0.0625,8.0
1293,H,1.4375,1.1875,D,D,D,D,L,D,-0.125,-0.375,0.0625,5.0
1294,H,1.9375,0.9375,W,W,D,L,L,W,1.0625,-0.6875,0.25,-14.0
1295,D,0.9375,1.125,D,D,D,D,W,L,-0.3125,-0.625,-0.0625,-6.0
1296,A,1.375,1.5625,W,L,D,D,D,W,-0.125,0.375,-0.0625,-1.0
1297,D,0.6875,1.375,L,L,L,W,D,D,-1.0,-0.25,-0.3125,10.0
1298,A,1.125,0.9375,D,W,D,L,W,L,-0.3125,-0.25,0.125,-1.0
1299,H,1.5625,1.25,D,D,W,W,W,L,0.375,0.0625,-0.0625,-10.0
1300,D,2.176470588235294,1.5294117647058822,W,D,D,W,D,D,0.8823529411764706,-0.058823529411764705,0.0,-14.0
1301,A,1.0588235294117647,1.2941176470588236,D,L,W,L,W,L,0.35294117647058826,-0.17647058823529413,0.058823529411764705,4.0
1302,D,1.1176470588235294,1.7058823529411764,L,D,L,W,W,L,-0.4117647058823529,0.5294117647058824,-0.29411764705882354,10.0
1303,D,1.1176470588235294,1.2352941176470589,D,D,W,D,D,D,-0.5882352941176471,0.058823529411764705,0.11764705882352941,1.0
1304,H,0.8823529411764706,0.7058823529411765,L,L,L,D,L,L,-0.7058823529411765,-0.9411764705882353,-0.058823529411764705,-3.0
1305,D,1.0588235294117647,1.8823529411764706,W,L,W,D,W,W,-0.11764705882352941,1.0,-0.058823529411764705,10.0
1306,H,1.1176470588235294,0.7647058823529411,L,W,W,L,L,L,-0.11764705882352941,-0.8235294117647058,0.35294117647058826,7.0
1307,D,2.1176470588235294,1.0588235294117647,W,L,D,L,D,W,1.7058823529411764,-0.4117647058823529,0.0,-8.0
1308,A,1.3529411764705883,0.9411764705882353,D,W,D,D,D,D,-0.23529411764705882,-0.29411764705882354,0.11764705882352941,-4.0
1309,H,0.7647058823529411,1.1176470588235294,L,L,L,D,D,W,-0.8235294117647058,-0.5882352941176471,-0.29411764705882354,-11.0
1310,H,1.1111111111111112,1.2777777777777777,L,L,W,L,D,W,-0.16666666666666666,-0.3888888888888889,-0.05555555555555555,8.0
1311,H,1.3333333333333333,1.1111111111111112,W,D,D,D,L,D,0.2222222222222222,-0.3888888888888889,0.16666666666666666,4.0
1312,A,1.5,1.0,D,W,D,W,L,L,-0.05555555555555555,-0.4444444444444444,0.1111111111111111,3.0
1313,A,1.0555555555555556,1.7222222222222223,D,L,D,W,W,D,-0.3888888888888889,0.5,-0.2777777777777778,4.0
1314,D,1.6666666666666667,2.111111111111111,D,W,W,D,W,D,0.5,0.8333333333333334,0.1111111111111111,-1.0
1315,H,1.0555555555555556,1.0555555555555556,W,D,D,D,W,L,-0.1111111111111111,-0.1111111111111111,0.05555555555555555,1.0
1316,H,0.6666666666666666,1.0,L,D,L,L,D,L,-1.1111111111111112,0.2777777777777778,0.0,9.0
1317,D,1.3888888888888888,2.0555555555555554,W,L,W,D,W,L,-0.1111111111111111,1.6111111111111112,0.1111111111111111,3.0
1318,D,1.7222222222222223,1.6666666666666667,W,W,D,D,W,W,0.5,0.5,0.0,3.0
1319,H,2.0555555555555554,0.6666666666666666,D,W,L,L,D,L,1.6111111111111112,-1.1111111111111112,0.16666666666666666,-16.0
1320,H,2.0526315789473686,1.2105263157894737,D,D,W,W,L,L,0.7894736842105263,-0.10526315789473684,0.10526315789473684,-12.0
1321,H,0.9473684210526315,1.4210526315789473,L,L,D,L,D,W,0.21052631578947367,-0.21052631578947367,-0.15789473684210525,-9.0
1322,A,1.0526315789473684,1.368421052631579,L,D,L,D,W,L,-0.5263157894736842,-0.10526315789473684,-0.15789473684210525,8.0
1323,A,1.2105263157894737,1.0,L,L,D,L,D,L,-0.42105263157894735,-0.42105263157894735,0.0,-2.0
1324,A,1.0526315789473684,2.0,L,D,D,W,W,D,-0.6842105263157895,1.0,-0.2631578947368421,17.0
1325,D,1.105263157894737,0.8421052631578947,W,W,L,W,L,L,-0.2631578947368421,-0.7368421052631579,0.15789473684210525,8.0
1326,D,1.0,1.3157894736842106,L,D,W,D,W,D,-0.15789473684210525,0.21052631578947367,-0.05263157894736842,-6.0
1327,H,1.3157894736842106,1.1578947368421053,W,W,L,W,W,D,0.10526315789473684,-0.05263157894736842,-0.05263157894736842,2.0
1328,H,1.631578947368421,1.2105263157894737,D,D,W,L,L,D,0.47368421052631576,-0.42105263157894735,0.21052631578947367,-5.0
1329,D,0.8421052631578947,0.9473684210526315,W,L,L,L,L,D,-0.7368421052631579,0.21052631578947367,0.10526315789473684,-2.0
1330,A,1.15,1.4,L,W,L,W,W,W,-0.25,0.15,-0.3,2.0
1331,H,1.45,1.1,W,D,W,D,W,W,-0.05,-0.25,0.0,-10.0
1332,D,1.3,2.05,D,D,W,W,D,D,0.2,1.55,0.0,15.0
1333,A,1.1,2.1,L,W,W,W,D,D,-0.1,0.9,0.05,8.0
1334,H,0.75,1.0,L,W,L,D,L,D,-1.05,-0.15,0.05,7.0
1335,H,1.1,1.0,W,L,D,L,L,D,-0.25,-0.7,0.15,-8.0
1336,H,2.05,1.0,W,W,W,L,L,D,1.1,-0.55,0.4,-12.0
1337,A,1.35,1.75,L,L,D,D,W,W,-0.4,0.5,-0.3,12.0
1338,H,1.6,1.15,D,D,D,L,W,L,0.45,-0.25,0.0,-13.0
1339,H,1.75,0.75,D,W,W,L,W,L,0.5,-1.05,0.2,-12.0
1340,H,1.5238095238095237,1.2857142857142858,W,W,D,L,L,L,0.09523809523809523,-0.42857142857142855,0.3333333333333333,-13.0
1341,D,0.9523809523809523,1.0476190476190477,L,L,L,L,D,W,-0.5714285714285714,-0.38095238095238093,-0.19047619047619047,-2.0
1342,D,1.0476190476190477,1.1904761904761905,L,L,W,W,W,L,-0.2857142857142857,-0.19047619047619047,-0.14285714285714285,2.0
1343,D,0.9523809523809523,2.142857142857143,L,L,L,W,W,D,-0.7142857142857143,1.0476190476190477,-0.3333333333333333,14.0
1344,H,2.0952380952380953,2.0,W,W,W,D,W,D,1.0952380952380953,1.4761904761904763,0.19047619047619047,-1.0
1345,H,1.4761904761904763,0.9523809523809523,W,W,W,L,D,L,0.19047619047619047,-0.23809523809523808,0.38095238095238093,3.0
1346,H,2.0952380952380953,1.4761904761904763,W,W,W,W,W,W,1.0952380952380953,0.19047619047619047,0.0,-13.0
1347,H,0.8571428571428571,1.0476190476190477,D,D,W,L,L,W,-0.6666666666666666,-0.2857142857142857,0.09523809523809523,-5.0
1348,A,1.0952380952380953,2.0952380952380953,L,L,W,W,W,W,-0.2857142857142857,1.0952380952380953,-0.2857142857142857,15.0
1349,H,2.0,0.9523809523809523,D,W,D,L,L,L,1.4761904761904763,-0.7142857142857143,0.23809523809523808,-16.0
1350,A,1.2272727272727273,1.7272727272727273,L,L,L,W,W,D,-0.5,0.5,-0.3181818181818182,15.0
1351,H,1.1363636363636365,1.4090909090909092,W,D,W,L,W,W,0.4090909090909091,0.13636363636363635,0.045454545454545456,-5.0
1352,A,1.0454545454545454,1.8636363636363635,D,L,D,W,W,D,-0.36363636363636365,0.5454545454545454,-0.22727272727272727,9.0
1353,H,0.8181818181818182,0.9545454545454546,L,W,L,D,L,L,-0.9090909090909091,-0.5454545454545454,0.09090909090909091,5.0
1354,D,0.9090909090909091,1.0909090909090908,L,L,D,D,L,L,-0.2727272727272727,-0.5454545454545454,0.0,3.0
1355,H,1.1818181818181819,1.1818181818181819,D,W,W,L,L,D,-0.18181818181818182,0.045454545454545456,0.2727272727272727,-7.0
1356,D,2.090909090909091,1.5909090909090908,D,W,W,W,W,W,1.0,0.18181818181818182,-0.09090909090909091,-1.0
1357,A,1.0909090909090908,1.8636363636363635,D,L,L,W,W,D,-0.5454545454545454,0.5454545454545454,-0.2727272727272727,2.0
1358,H,1.0454545454545454,1.1818181818181819,D,L,D,L,L,D,-0.36363636363636365,0.045454545454545456,0.045454545454545456,-2.0
1359,H,0.9090909090909091,0.9545454545454546,L,L,D,D,L,L,-0.2727272727272727,-0.6818181818181818,0.0,-7.0
1360,A,0.9130434782608695,2.1739130434782608,W,L,W,W,W,W,-0.7391304347826086,1.2608695652173914,-0.13043478260869565,17.0
1361,D,0.9565217391304348,1.0,D,W,D,L,L,L,-0.4782608695652174,-0.34782608695652173,0.21739130434782608,-9.0
1362,H,1.9565217391304348,0.9130434782608695,W,L,D,L,D,L,1.2608695652173914,-0.6521739130434783,0.13043478260869565,-11.0
1363,D,1.565217391304348,1.7826086956521738,D,W,W,W,W,W,0.17391304347826086,0.5652173913043478,-0.08695652173913043,2.0
1364,H,1.2173913043478262,1.0,W,W,D,L,D,L,0.43478260869565216,-0.391304347826087,0.2608695652173913,-3.0
1365,H,1.2608695652173914,1.173913043478261,W,D,W,L,L,L,-0.08695652173913043,-0.5652173913043478,0.30434782608695654,-8.0
1366,D,1.3478260869565217,2.0434782608695654,L,L,W,D,D,W,0.08695652173913043,0.9565217391304348,-0.08695652173913043,10.0
1367,D,1.7826086956521738,1.2608695652173914,W,W,W,W,D,W,0.5652173913043478,-0.08695652173913043,0.08695652173913043,-7.0
1368,D,1.9130434782608696,1.3478260869565217,W,W,W,L,L,W,0.5652173913043478,0.08695652173913043,0.2608695652173913,-8.0
1369,H,1.0,0.9130434782608695,L,L,L,D,L,L,-0.34782608695652173,-0.2608695652173913,-0.043478260869565216,5.0
1370,H,1.25,1.0,D,W,L,L,L,D,0.125,-0.625,0.125,9.0
1371,D,1.125,0.875,L,L,L,L,W,L,-0.625,-0.9166666666666666,-0.125,0.0
1372,H,2.2083333333333335,1.5416666666666667,W,W,W,D,D,W,1.25,0.16666666666666666,0.16666666666666666,-4.0
